CustomerID,Frequency,Monetary,R_Score,F_Score,M_Score,Churn
13272.0,2,276.56,4,2,2,0
13273.0,1,138.98,2,1,1,1
13276.0,2,590.9300000000001,3,2,3,0
13277.0,4,258.4,4,4,2,0
13278.0,1,542.73,3,1,3,0
13279.0,2,126.3,3,2,1,0
13280.0,3,798.46,2,3,3,1
13282.0,6,1047.84,4,4,4,0
13283.0,2,93.66,3,2,1,0
13284.0,2,196.15,1,2,1,1
13285.0,4,2709.12,4,4,5,0
13291.0,1,361.11,2,1,2,1
13292.0,2,578.94,3,2,3,0
13294.0,2,873.74,1,2,3,1
13295.0,2,197.95,1,2,1,1
13296.0,1,87.4,2,1,1,1
13297.0,4,2089.85,5,4,5,0
13298.0,1,360.0,5,1,2,0
13299.0,1,142.5,1,1,1,1
13300.0,2,365.29,2,2,2,1
13301.0,4,618.09,2,4,3,1
13302.0,1,63.75,2,1,1,1
13304.0,1,300.42,1,1,2,1
13305.0,10,2000.86,5,5,5,0
13307.0,1,15.0,2,1,1,1
13308.0,4,1367.61,4,4,4,0
13309.0,5,1456.79,5,4,4,0
13310.0,6,1083.63,5,4,4,0
13311.0,2,598.57,5,2,3,0
13313.0,5,1555.3200000000002,4,4,4,0
13314.0,4,593.51,5,4,3,0
13316.0,5,5570.69,3,4,5,0
13317.0,9,2140.07,3,5,5,0
13318.0,3,640.76,5,3,3,0
13319.0,36,10664.34,5,5,5,0
13320.0,6,1475.2,3,4,4,0
13321.0,2,567.36,2,2,3,0
13322.0,1,199.48,4,1,1,0
13323.0,5,787.85,5,4,3,0
13324.0,12,7072.8,4,5,5,0
13325.0,1,675.3,2,1,3,0
13327.0,9,3617.57,3,5,5,0
13328.0,1,1308.48,1,1,4,1
13329.0,4,740.4,4,4,3,0
13330.0,3,1140.93,2,3,4,1
13332.0,1,350.90000000000003,4,1,2,0
13334.0,3,3502.32,2,3,5,0
13336.0,1,795.12,2,1,3,0
13338.0,3,431.82,2,3,2,1
13339.0,1,860.12,1,1,3,1
13340.0,7,10736.48,3,5,5,0
13341.0,1,775.85,1,1,3,1
13343.0,2,303.93,2,2,2,1
13344.0,3,2511.69,3,3,5,0
13345.0,2,377.6,1,2,2,1
13347.0,1,341.36,3,1,2,0
13348.0,1,233.76,3,1,2,0
13349.0,1,247.32,5,1,2,0
13350.0,3,910.72,4,3,4,0
13351.0,1,373.94,3,1,2,0
13352.0,2,389.28,5,2,2,0
13354.0,1,743.53,3,1,3,0
13355.0,1,674.7,2,1,3,1
13356.0,1,768.24,2,1,3,0
13357.0,1,609.4,1,1,3,1
13358.0,1,439.03,1,1,2,1
13359.0,2,431.26,3,2,2,0
13362.0,5,3085.49,5,4,5,0
13363.0,2,992.5,4,2,4,0
13364.0,2,0.0,3,2,1,0
13365.0,3,2191.22,5,3,5,0
13366.0,1,56.16,3,1,1,0
13368.0,2,623.4,1,2,3,1
13369.0,2,263.75,1,2,2,1
13370.0,2,721.32,1,2,3,1
13372.0,1,378.64,2,1,2,0
13373.0,3,3312.25,3,3,5,0
13375.0,2,772.9,2,2,3,0
13376.0,3,1019.76,2,3,4,1
13379.0,3,572.56,4,3,3,0
13381.0,7,3626.81,4,5,5,0
13382.0,1,222.99,1,1,1,1
13384.0,9,4122.28,4,5,5,0
13385.0,1,534.57,1,1,3,1
13388.0,3,627.15,2,3,3,1
13389.0,3,797.96,5,3,3,0
13390.0,1,544.08,2,1,3,0
13391.0,1,59.8,1,1,1,1
13394.0,10,2312.8,5,5,5,0
13395.0,1,307.72,1,1,2,1
13396.0,4,1325.29,4,4,4,0
13397.0,6,1539.18,2,4,4,0
13398.0,1,457.34,1,1,2,1
13402.0,2,621.23,2,2,3,1
13403.0,1,75.0,4,1,1,0
13404.0,2,252.49,5,2,2,0
13405.0,3,572.451,2,3,3,0
13408.0,81,27487.41,5,5,5,0
13410.0,7,988.91,5,5,4,0
13411.0,1,213.55,2,1,1,1
13414.0,3,1390.5,2,3,4,1
13416.0,2,712.5,3,2,3,0
13417.0,2,640.83,5,2,3,0
13418.0,23,5845.4400000000005,4,5,5,0
13419.0,1,221.06,3,1,1,0
13420.0,4,140.35,2,4,1,1
13421.0,3,1831.61,3,3,4,0
13422.0,2,2601.55,3,2,5,0
13425.0,3,1624.21,2,3,4,1
13426.0,12,3550.7000000000003,5,5,5,0
13427.0,3,582.6,4,3,3,0
13428.0,1,201.78,5,1,1,0
13429.0,4,1006.8,5,4,4,0
13430.0,4,648.6899999999999,4,4,3,0
13431.0,2,1269.1,3,2,4,0
13434.0,2,534.24,2,2,3,0
13435.0,9,3794.49,5,5,5,0
13436.0,1,196.89,5,1,1,0
13437.0,7,3408.06,4,5,5,0
13439.0,1,283.71,1,1,2,1
13441.0,1,296.64,2,1,2,1
13447.0,4,1104.23,4,4,4,0
13448.0,10,3460.99,4,5,5,0
13449.0,1,291.88,4,1,2,0
13450.0,6,2043.72,4,4,5,0
13451.0,6,2838.56,4,4,5,0
13452.0,2,590.0,1,2,3,1
13453.0,2,356.98,2,2,2,1
13455.0,4,1007.35,4,4,4,0
13456.0,7,1737.8200000000002,4,5,4,0
13458.0,22,9537.92,5,5,5,0
13460.0,2,183.44,4,2,1,0
13461.0,3,1445.0,3,3,4,0
13462.0,2,143.25,1,2,1,1
13464.0,1,674.68,3,1,3,0
13466.0,2,297.95,2,2,2,1
13467.0,2,1071.91,5,2,4,0
13468.0,41,5656.75,5,5,5,0
13470.0,2,165.0,2,2,1,1
13471.0,4,2501.84,5,4,5,0
13473.0,3,417.54,3,3,2,0
13474.0,1,226.84,1,1,1,1
13475.0,4,1431.78,1,4,4,1
13476.0,4,1092.77,1,4,4,1
13477.0,8,1441.53,3,5,4,0
13479.0,3,291.0,1,3,2,1
13481.0,8,1776.81,3,5,4,0
13482.0,1,184.64,1,1,1,1
13483.0,1,140.34,3,1,1,0
13484.0,1,313.8,1,1,2,1
13485.0,1,454.24,1,1,2,1
13486.0,3,1122.41,2,3,4,0
13487.0,3,575.4,3,3,3,0
13488.0,17,8910.61,4,5,5,0
13489.0,4,449.52,2,4,2,1
13491.0,10,1215.82,3,5,4,0
13492.0,3,1269.84,2,3,4,1
13493.0,2,618.63,1,2,3,1
13494.0,1,316.26000000000005,1,1,2,1
13495.0,6,1990.12,5,4,4,0
13496.0,3,617.93,5,3,3,0
13497.0,3,321.05,1,3,2,1
13499.0,7,1146.96,4,5,4,0
13500.0,4,1136.77,4,4,4,0
13501.0,2,1310.47,1,2,4,1
13502.0,3,292.0,4,3,2,0
13503.0,1,216.85,3,1,1,0
13504.0,1,295.93,3,1,2,0
13505.0,8,4282.88,3,5,5,0
13506.0,3,452.82,1,3,2,1
13507.0,4,2479.16,5,4,5,0
13508.0,1,110.97,1,1,1,1
13509.0,7,979.72,5,5,4,0
13510.0,5,1785.16,5,4,4,0
13512.0,1,251.21,1,1,2,1
13513.0,1,205.1,2,1,1,1
13514.0,1,152.20000000000002,2,1,1,0
13515.0,4,891.12,2,4,3,0
13516.0,3,1389.41,4,3,4,0
13517.0,5,2109.07,3,4,5,0
13518.0,1,627.16,2,1,3,0
13519.0,2,110.8,3,2,1,0
13520.0,8,3487.75,3,5,5,0
13521.0,3,1071.73,5,3,4,0
13522.0,1,125.8,4,1,1,0
13523.0,6,3755.38,3,4,5,0
13524.0,5,680.1800000000001,3,4,3,0
13525.0,2,628.78,4,2,3,0
13527.0,8,2218.61,3,5,5,0
13529.0,2,307.76,2,2,2,0
13531.0,2,483.8,1,2,3,1
13532.0,1,210.31,3,1,1,0
13533.0,3,269.09,1,3,2,1
13534.0,43,5613.08,5,5,5,0
13536.0,7,3444.39,5,5,5,0
13538.0,7,1280.85,3,5,4,0
13539.0,4,605.84,2,4,3,0
13544.0,2,276.06,3,2,2,0
13546.0,3,621.09,4,3,3,0
13548.0,2,678.16,2,2,3,1
13549.0,8,916.12,4,5,4,0
13551.0,1,91.8,1,1,1,1
13552.0,16,3539.53,3,5,5,0
13555.0,4,4098.88,2,4,5,0
13557.0,2,584.0600000000001,4,2,3,0
13558.0,4,594.52,5,4,3,0
13560.0,1,171.42000000000002,5,1,1,0
13561.0,1,141.86,1,1,1,1
13562.0,3,1799.3300000000002,2,3,4,0
13563.0,2,777.53,2,2,3,0
13564.0,5,623.3900000000001,2,4,3,1
13565.0,2,240.22,4,2,2,0
13566.0,2,856.84,3,2,3,0
13568.0,1,187.05,2,1,1,1
13569.0,2,338.62,4,2,2,0
13570.0,1,239.49,1,1,2,1
13571.0,12,2088.94,4,5,5,0
13572.0,1,1384.25,1,1,4,1
13573.0,2,290.25,3,2,2,0
13575.0,5,732.07,4,4,3,0
13576.0,20,6703.3,5,5,5,0
13577.0,5,1658.3,4,4,4,0
13579.0,2,467.04,4,2,3,0
13581.0,1,118.0,1,1,1,1
13583.0,1,781.03,2,1,3,1
13584.0,1,142.4,1,1,1,1
13587.0,3,347.0,4,3,2,0
13588.0,13,2445.12,4,5,5,0
13589.0,2,379.65,4,2,2,0
13590.0,7,1976.12,5,5,4,0
13591.0,3,1117.13,3,3,4,0
13592.0,4,247.96,3,4,2,0
13593.0,6,1965.08,2,4,4,1
13594.0,1,396.97,3,1,2,0
13596.0,2,664.11,5,2,3,0
13598.0,2,147.29,3,2,1,0
13599.0,33,5026.85,5,5,5,0
13600.0,1,219.52,1,1,1,1
13601.0,2,693.32,3,2,3,0
13602.0,1,428.89,3,1,2,0
13603.0,1,164.34,4,1,1,0
13606.0,3,276.75,4,3,2,0
13607.0,1,675.51,3,1,3,0
13610.0,9,1065.88,4,5,4,0
13611.0,4,1140.8,2,4,4,0
13614.0,4,1585.46,4,4,4,0
13615.0,2,399.99,1,2,2,1
13617.0,3,544.18,3,3,3,0
13618.0,1,177.34,2,1,1,1
13621.0,1,213.85,2,1,1,1
13623.0,7,652.4,4,5,3,0
13626.0,1,257.23,1,1,2,1
13627.0,7,1624.02,3,5,4,0
13629.0,11,7792.36,4,5,5,0
13630.0,11,1995.68,5,5,5,0
13631.0,12,3021.77,2,5,5,1
13632.0,6,2114.68,4,4,5,0
13634.0,5,1547.36,3,4,4,0
13635.0,1,1071.03,3,1,4,0
13636.0,6,941.62,3,4,4,0
13637.0,3,804.3,3,3,3,0
13638.0,1,122.64,4,1,1,0
13639.0,1,1033.34,2,1,4,0
13642.0,1,312.28,1,1,2,1
13643.0,3,519.44,4,3,3,0
13644.0,5,2597.52,5,4,5,0
13645.0,1,252.1,2,1,2,1
13647.0,5,1640.22,5,4,4,0
13649.0,2,346.6,1,2,2,1
13650.0,7,1809.34,4,5,4,0
13651.0,2,94.2,3,2,1,0
13652.0,3,1095.08,3,3,4,0
13654.0,6,2707.33,3,4,5,0
13655.0,2,932.97,2,2,4,1
13656.0,2,379.65,2,2,2,1
13657.0,2,382.14,5,2,2,0
13658.0,7,2421.47,5,5,5,0
13659.0,3,1540.65,1,3,4,1
13662.0,7,862.58,2,5,3,0
13663.0,1,189.47,1,1,1,1
13666.0,3,84.65,3,3,1,0
13667.0,1,299.05,2,1,2,1
13668.0,29,6162.31,5,5,5,0
13669.0,2,218.55,3,2,1,0
13670.0,1,349.7,2,1,2,0
13672.0,6,-71.46,1,4,1,1
13673.0,2,387.44,4,2,2,0
13675.0,2,486.8200000000001,2,2,3,1
13678.0,1,232.6,2,1,2,1
13680.0,5,2199.01,5,4,5,0
13681.0,4,827.83,4,4,3,0
13682.0,1,59.5,1,1,1,1
13684.0,2,62.13,1,2,1,1
13685.0,7,3119.44,5,5,5,0
13686.0,1,72.0,1,1,1,1
13689.0,1,910.0,3,1,4,0
13690.0,1,172.25,3,1,1,0
13692.0,5,1466.87,4,4,4,0
13693.0,2,-32.0,1,2,1,1
13694.0,60,62690.54,5,5,5,0
13695.0,15,2504.13,4,5,5,0
13697.0,1,151.3,3,1,1,0
13699.0,1,308.58000000000004,2,1,2,1
13700.0,10,2248.63,4,5,5,0
13703.0,1,99.5,1,1,1,1
13704.0,10,2295.31,5,5,5,0
13705.0,3,711.86,5,3,3,0
13706.0,1,330.79,1,1,2,1
13707.0,2,806.41,1,2,3,1
13708.0,1,285.33,1,1,2,1
13709.0,17,6228.71,5,5,5,0
13710.0,1,180.48,4,1,1,0
13711.0,2,252.06,1,2,2,1
13712.0,1,228.84,1,1,1,1
13715.0,8,1051.99,1,5,4,1
13716.0,1,138.28,1,1,1,1
13717.0,7,1432.26,4,5,4,0
13718.0,2,306.55,1,2,2,1
13719.0,5,1041.68,4,4,4,0
13720.0,4,799.9,2,4,3,1
13721.0,1,524.14,3,1,3,0
13722.0,4,2369.16,2,4,5,1
13723.0,1,199.85,1,1,1,1
13725.0,11,1809.81,3,5,4,0
13726.0,2,1079.66,3,2,4,0
13727.0,2,333.48,4,2,2,0
13728.0,6,1016.14,3,4,4,0
13730.0,2,752.6,2,2,3,1
13731.0,2,610.59,1,2,3,1
13732.0,1,491.86,4,1,3,0
13735.0,8,2764.48,4,5,5,0
13736.0,3,721.9,5,3,3,0
13737.0,1,339.6,1,1,2,1
13739.0,1,216.9,4,1,1,0
13740.0,1,350.75,1,1,2,1
13741.0,4,666.33,2,4,3,0
13742.0,14,3079.27,4,5,5,0
13743.0,8,1340.15,5,5,4,0
13744.0,2,1080.52,2,2,4,1
13745.0,2,291.54,2,2,2,1
13747.0,1,79.6,1,1,1,1
13748.0,5,948.25,2,4,4,1
13750.0,5,1647.26,3,4,4,0
13751.0,1,296.25,1,1,2,1
13752.0,6,1175.38,2,4,4,1
13753.0,1,741.26,1,1,3,1
13754.0,2,282.6,2,2,2,1
13755.0,10,2101.39,5,5,5,0
13756.0,15,5145.12,5,5,5,0
13758.0,7,3190.55,4,5,5,0
13759.0,2,659.4100000000001,3,2,3,0
13760.0,2,286.79,3,2,2,0
13761.0,2,1070.65,3,2,4,0
13762.0,2,3.552713678800501e-15,1,2,1,1
13763.0,3,1689.46,3,3,4,0
13764.0,3,1519.42,3,3,4,0
13767.0,52,16945.71,5,5,5,0
13769.0,16,2771.8700000000003,5,5,5,0
13771.0,5,2631.7,3,4,5,0
13772.0,3,1122.63,3,3,4,0
13774.0,1,345.0,2,1,2,0
13777.0,41,25748.35,5,5,5,0
13778.0,1,178.7,2,1,1,1
13780.0,2,360.01,5,2,2,0
13781.0,1,127.84,1,1,1,1
13782.0,6,908.86,4,4,4,0
13784.0,11,2462.79,5,5,5,0
13786.0,1,230.4,1,1,1,1
13787.0,2,309.04,2,2,2,0
13790.0,1,348.79999999999995,5,1,2,0
13791.0,3,1047.68,3,3,4,0
13792.0,2,195.55,3,2,1,0
13798.0,63,36352.87,5,5,5,0
13799.0,2,688.86,2,2,3,1
13800.0,1,558.32,1,1,3,1
13801.0,1,324.8,3,1,2,0
13802.0,6,3906.27,2,4,5,1
13803.0,1,277.07,1,1,2,1
13804.0,7,2588.39,4,5,5,0
13805.0,2,924.6,3,2,4,0
13806.0,1,256.38,3,1,2,0
13807.0,1,112.6,1,1,1,1
13808.0,5,1747.66,5,4,4,0
13809.0,1,155.05,1,1,1,1
13810.0,4,899.51,4,4,3,0
13811.0,4,591.75,1,4,3,1
13812.0,3,539.0,3,3,3,0
13813.0,5,1353.41,3,4,4,0
13814.0,3,1562.12,3,3,4,0
13815.0,5,4014.91,4,4,5,0
13816.0,4,555.04,4,4,3,0
13817.0,2,382.98,4,2,2,0
13819.0,3,1140.35,1,3,4,1
13821.0,2,385.64,2,2,2,1
13822.0,2,632.0,5,2,3,0
13823.0,2,957.66,4,2,4,0
13824.0,5,1698.94,3,4,4,0
13826.0,2,174.65,2,2,1,1
13827.0,3,409.8,3,3,2,0
13828.0,1,209.49,4,1,1,0
13829.0,1,-102.0,1,1,1,1
13831.0,6,2198.45,4,4,5,0
13832.0,2,40.95,4,2,1,0
13833.0,1,383.85,2,1,2,1
13835.0,4,834.57,4,4,3,0
13837.0,2,266.59000000000003,1,2,2,1
13838.0,4,674.82,5,4,3,0
13841.0,1,85.0,1,1,1,1
13842.0,9,3385.62,3,5,5,0
13844.0,1,361.62,5,1,2,0
13845.0,1,312.98,3,1,2,0
13846.0,4,847.61,4,4,3,0
13848.0,3,1255.0,2,3,4,1
13849.0,2,1537.95,3,2,4,0
13850.0,2,1586.81,2,2,4,0
13851.0,3,2651.46,2,3,5,1
13853.0,2,1056.94,5,2,4,0
13854.0,29,8025.019999999999,5,5,5,0
13856.0,5,363.4,2,4,2,1
13858.0,1,216.17,3,1,1,0
13859.0,1,201.16,1,1,1,1
13860.0,6,1240.0,5,4,4,0
13862.0,10,2187.31,4,5,5,0
13863.0,2,299.56,1,2,2,1
13865.0,4,501.56,3,4,3,0
13866.0,1,145.67,2,1,1,0
13867.0,3,1005.09,4,3,4,0
13868.0,2,3192.54,5,2,5,0
13869.0,4,3083.65,2,4,5,1
13870.0,10,2751.25,5,5,5,0
13871.0,14,6389.8,4,5,5,0
13873.0,4,381.7,2,4,2,1
13874.0,1,540.45,1,1,3,1
13875.0,5,1786.79,3,4,4,0
13876.0,1,122.7,3,1,1,0
13877.0,1,117.24,2,1,1,0
13878.0,1,1271.57,3,1,4,0
13880.0,13,3219.77,4,5,5,0
13881.0,22,16989.52,5,5,5,0
13882.0,6,1131.28,5,4,4,0
13883.0,9,2538.75,5,5,5,0
13884.0,6,781.3000000000001,5,4,3,0
13885.0,2,506.8,1,2,3,1
13886.0,1,243.56,3,1,2,0
13887.0,1,349.55,1,1,2,1
13888.0,2,595.67,2,2,3,1
13889.0,1,416.9,2,1,2,1
13890.0,14,1860.86,5,5,4,0
13892.0,4,632.97,4,4,3,0
13893.0,1,821.1,1,1,3,1
13894.0,5,535.97,4,4,3,0
13895.0,5,2588.12,4,4,5,0
13897.0,1,311.16,3,1,2,0
13898.0,1,155.93,1,1,1,1
13899.0,2,388.52,4,2,2,0
13900.0,3,740.95,1,3,3,1
13901.0,5,2867.2000000000003,2,4,5,0
13904.0,2,332.64,3,2,2,0
13908.0,5,2347.05,2,4,5,0
13911.0,9,2580.91,3,5,5,0
13914.0,3,613.95,5,3,3,0
13917.0,2,272.04,3,2,2,0
13918.0,2,1212.84,3,2,4,0
13919.0,3,350.16,3,3,2,0
13922.0,1,172.25,1,1,1,1
13923.0,1,351.13,3,1,2,0
13924.0,11,1682.08,5,5,4,0
13925.0,6,616.65,3,4,3,0
13926.0,1,223.85,4,1,1,0
13927.0,1,348.99,2,1,2,0
13928.0,4,464.57,5,4,3,0
13929.0,3,802.85,2,3,3,1
13930.0,2,337.34,3,2,2,0
13931.0,3,1230.93,2,3,4,0
13932.0,1,307.4,1,1,2,1
13933.0,2,608.79,2,2,3,1
13934.0,1,922.1,1,1,4,1
13936.0,2,361.28,2,2,2,1
13937.0,1,158.85,2,1,1,1
13938.0,1,71.66,3,1,1,0
13939.0,4,556.75,4,4,3,0
13940.0,4,839.14,4,4,3,0
13941.0,7,4912.41,4,5,5,0
13946.0,3,561.57,2,3,3,0
13947.0,1,90.6,3,1,1,0
13948.0,1,102.0,1,1,1,1
13949.0,6,2427.32,5,4,5,0
13950.0,5,728.5600000000001,5,4,3,0
13951.0,3,674.45,2,3,3,1
13952.0,3,3246.091,1,3,5,1
13953.0,7,3515.68,5,5,5,0
13954.0,3,378.59,5,3,2,0
13955.0,2,322.96,2,2,2,1
13956.0,5,1019.27,5,4,4,0
13958.0,1,-102.45,1,1,1,1
13959.0,3,594.04,2,3,3,0
13960.0,2,230.22,4,2,1,0
13962.0,2,169.54999999999998,4,2,1,0
13963.0,4,664.54,1,4,3,1
13967.0,1,80.7,2,1,1,1
13969.0,20,8956.92,5,5,5,0
13971.0,11,2702.2200000000003,5,5,5,0
13972.0,2,190.25,3,2,1,0
13973.0,1,264.7,1,1,2,1
13974.0,1,413.59,3,1,2,0
13975.0,7,2438.19,4,5,5,0
13976.0,1,357.98,1,1,2,1
13978.0,2,196.79,4,2,1,0
13979.0,1,869.87,2,1,3,0
13980.0,1,200.14,3,1,1,0
13982.0,5,1861.11,3,4,4,0
13983.0,13,2590.46,4,5,5,0
13984.0,6,488.03,4,4,3,0
13985.0,16,7024.53,5,5,5,0
13986.0,1,320.46,4,1,2,0
13988.0,9,4098.8,4,5,5,0
13989.0,2,1266.08,3,2,4,0
13990.0,1,311.3,1,1,2,1
13991.0,7,847.54,4,5,3,0
13992.0,1,76.8,4,1,1,0
13993.0,12,3409.66,4,5,5,0
13994.0,6,2274.14,5,4,5,0
13995.0,6,1383.49,4,4,4,0
13999.0,15,3865.26,5,5,5,0
14000.0,2,633.71,1,2,3,1
14001.0,4,2030.33,3,4,5,0
14002.0,2,529.73,2,2,3,1
14004.0,7,4582.64,3,5,5,0
14005.0,5,2874.72,5,4,5,0
14006.0,3,962.19,2,3,4,1
14009.0,3,685.9300000000001,1,3,3,1
14012.0,1,328.8,1,1,2,1
14013.0,3,473.02,2,3,3,1
14014.0,1,505.18,2,1,3,0
14015.0,1,917.34,3,1,4,0
14016.0,5,4328.46,2,4,5,1
14019.0,4,1398.96,3,4,4,0
14020.0,2,642.8,4,2,3,0
14021.0,3,631.9,2,3,3,1
14022.0,1,440.0,1,1,2,1
14023.0,2,584.07,5,2,3,0
14024.0,2,327.7,2,2,2,1
14027.0,1,104.82,3,1,1,0
14029.0,2,467.66,3,2,3,0
14030.0,8,2358.84,4,5,5,0
14031.0,23,14634.64,5,5,5,0
14032.0,18,2929.84,5,5,5,0
14034.0,4,509.09,4,4,3,0
14035.0,5,1428.02,4,4,4,0
14036.0,1,626.65,1,1,3,1
14037.0,2,147.20000000000002,2,2,1,1
14038.0,4,1554.48,2,4,4,0
14039.0,1,152.2,3,1,1,0
14040.0,15,3487.59,3,5,5,0
14041.0,1,141.41,1,1,1,1
14044.0,4,646.42,4,4,3,0
14045.0,4,1659.75,2,4,4,1
14046.0,1,154.99,1,1,1,1
14047.0,7,1290.01,5,5,4,0
14048.0,2,375.13,1,2,2,1
14049.0,6,5536.15,4,4,5,0
14050.0,2,746.36,4,2,3,0
14051.0,26,15477.34,5,5,5,0
14052.0,1,225.36,4,1,1,0
14053.0,2,260.25,2,2,2,1
14054.0,1,92.46,3,1,1,0
14055.0,1,725.6400000000001,2,1,3,1
14056.0,29,8062.46,5,5,5,0
14057.0,18,6141.1,4,5,5,0
14059.0,1,183.6,1,1,1,1
14060.0,20,6135.38,5,5,5,0
14062.0,12,10464.85,5,5,5,0
14064.0,7,1168.92,4,5,4,0
14066.0,1,152.55,1,1,1,1
14067.0,2,374.7,3,2,2,0
14068.0,1,265.85,1,1,2,1
14071.0,9,1306.16,5,5,4,0
14073.0,2,139.54,4,2,1,0
14075.0,3,942.26,5,3,4,0
14076.0,1,118.67,2,1,1,1
14077.0,5,499.42,3,4,3,0
14078.0,6,1049.37,2,4,4,1
14079.0,1,375.1,2,1,2,1
14080.0,1,45.6,3,1,1,0
14081.0,4,891.77,1,4,3,1
14082.0,1,182.25,1,1,1,1
14083.0,9,1002.9,5,5,4,0
14085.0,19,4408.54,5,5,5,0
14087.0,2,178.72,5,2,1,0
14088.0,14,50415.49,5,5,5,0
14089.0,1,158.75,3,1,1,0
14090.0,1,76.32000000000001,1,1,1,1
14092.0,17,4063.1,5,5,5,0
14093.0,1,433.86,4,1,2,0
14096.0,34,57120.91,5,5,5,0
14098.0,1,147.35,3,1,1,0
14099.0,12,3092.9700000000003,4,5,5,0
14100.0,1,191.95,2,1,1,1
14101.0,6,5976.79,2,4,5,0
14102.0,8,1060.33,5,5,4,0
14104.0,2,216.21,2,2,1,1
14105.0,2,1260.33,2,2,4,0
14107.0,8,2688.48,3,5,5,0
14108.0,3,594.16,4,3,3,0
14109.0,2,80.2,4,2,1,0
14110.0,13,5669.65,5,5,5,0
14111.0,5,688.6,4,4,3,0
14112.0,12,2774.17,4,5,5,0
14113.0,8,1377.92,5,5,4,0
14114.0,2,386.53,1,2,2,1
14116.0,5,1382.74,4,4,4,0
14117.0,1,90.0,2,1,1,1
14119.0,1,-19.9,1,1,1,1
14121.0,6,2740.3,5,4,5,0
14124.0,1,419.58,2,1,2,0
14125.0,3,2720.63,5,3,5,0
14126.0,4,643.6300000000001,5,4,3,0
14127.0,3,709.71,2,3,3,1
14128.0,2,637.5,3,2,3,0
14129.0,5,1123.86,5,4,4,0
14130.0,1,480.91,1,1,3,1
14132.0,12,3580.13,5,5,5,0
14133.0,5,590.34,2,4,3,1
14135.0,15,4690.31,5,5,5,0
14138.0,2,965.88,5,2,4,0
14139.0,1,415.82,3,1,2,0
14140.0,3,920.05,5,3,4,0
14141.0,6,879.0300000000001,5,4,3,0
14142.0,1,311.81,1,1,2,1
14143.0,1,115.8,2,1,1,1
14145.0,5,3148.2,3,4,5,0
14146.0,6,2949.57,5,4,5,0
14147.0,3,468.4,3,3,3,0
14148.0,1,157.2,1,1,1,1
14149.0,3,259.43,1,3,2,1
14150.0,2,658.64,3,2,3,0
14152.0,3,611.09,2,3,3,0
14154.0,2,1345.62,1,2,4,1
14155.0,1,118.75,1,1,1,1
14156.0,66,113214.59,5,5,5,0
14157.0,3,392.44,4,3,2,0
14158.0,1,507.66,3,1,3,0
14159.0,14,4615.64,4,5,5,0
14161.0,3,1097.62,1,3,4,1
14162.0,2,289.36,2,2,2,1
14163.0,4,2445.91,2,4,5,0
14164.0,2,1631.77,3,2,4,0
14165.0,1,120.44,1,1,1,1
14167.0,4,562.59,3,4,3,0
14171.0,1,363.79,2,1,2,1
14173.0,4,450.84,5,4,2,0
14174.0,1,134.46,3,1,1,0
14175.0,7,3108.06,3,5,5,0
14176.0,5,574.0,1,4,3,1
14177.0,5,544.51,2,4,3,0
14178.0,7,1600.26,5,5,4,0
14179.0,2,701.57,3,2,3,0
14180.0,31,4640.77,5,5,5,0
14184.0,1,452.89,3,1,2,0
14185.0,1,197.65,1,1,1,1
14188.0,10,2018.91,5,5,5,0
14189.0,24,4604.31,5,5,5,0
14191.0,14,4660.01,5,5,5,0
14193.0,2,853.39,3,2,3,0
14194.0,32,11216.75,5,5,5,0
14195.0,3,962.7,1,3,4,1
14196.0,1,335.52,2,1,2,1
14198.0,7,663.5,5,5,3,0
14199.0,1,185.4,1,1,1,1
14201.0,9,688.04,3,5,3,0
14204.0,1,150.61,5,1,1,0
14205.0,4,218.78,5,4,1,0
14206.0,2,308.26,1,2,2,1
14208.0,1,151.74,2,1,1,1
14209.0,7,2067.13,5,5,5,0
14210.0,7,1900.89,2,5,4,1
14211.0,13,2208.3,3,5,5,0
14212.0,1,1070.48,2,1,4,0
14213.0,1,-1192.2,1,1,1,1
14214.0,7,1000.23,4,5,4,0
14215.0,7,1777.92,4,5,4,0
14216.0,4,1839.3,5,4,4,0
14217.0,24,1925.36,5,5,4,0
14218.0,1,169.48000000000002,3,1,1,0
14219.0,1,89.94,5,1,1,0
14220.0,2,632.4000000000001,1,2,3,1
14221.0,10,3427.85,3,5,5,0
14222.0,1,683.17,2,1,3,1
14223.0,4,975.23,2,4,4,1
14224.0,4,1009.73,2,4,4,1
14226.0,7,2184.24,4,5,5,0
14227.0,15,3315.71,4,5,5,0
14229.0,5,1450.6,3,4,4,0
14231.0,5,822.0600000000001,1,4,3,1
14232.0,8,2043.93,4,5,5,0
14233.0,5,1447.51,3,4,4,0
14234.0,4,754.12,4,4,3,0
14235.0,6,3093.86,5,4,5,0
14236.0,2,490.86,2,2,3,0
14237.0,1,161.0,1,1,1,1
14238.0,1,146.85,1,1,1,1
14239.0,13,2323.5,3,5,5,0
14240.0,2,890.34,4,2,3,0
14241.0,1,213.7,1,1,1,1
14242.0,2,280.55,1,2,2,1
14243.0,14,2535.88,5,5,5,0
14245.0,5,1677.48,2,4,4,1
14246.0,3,1474.06,2,3,4,1
14247.0,1,136.77,1,1,1,1
14248.0,1,302.58,1,1,2,1
14250.0,3,1904.05,5,3,4,0
14251.0,5,2879.7000000000003,5,4,5,0
